2.3849,3.7916,3.0855,1.5053,0.62898,2.0018,544.14,1.4363e+05,1.4363e+05,-9991,1.7763,2.6411,0.61357,5.6814,0.67256,7.1994,-77.74,43739,43739,-4706.2,1.1614,2.9952,1.5847,2.0415,0.38777,2.623,195.79,19221,19221,-6394.9,1.2646,2.7407,0.89802,3.3146,0.4614,4.4601,-77.305,25048,25048,-5816.7,1.9905,2.7929,0.52117,7.5854,0.7127,9.1783,8.9104,12393,12393,-4312.8,1.3257,3.2098,0.46667,8.1239,0.41303,9.7191,-140.59,10968,10968,-3666.9,1.9292,11.584,0.78772,15.11,0.16655,17.154,-1.9833,17603,17603,-5509.5,2.2328,9.3591,0.68098,14.923,0.23857,17.022,43.672,11196,11196,-4976,1.5668,3.8249,0.48402,9.1218,0.40962,11.139,-76.49,6991,6991,-4013.6,2.2874,3.4466,1.2796,3.31,0.66367,4.481,105.65,11813,11813,-7269.1,0.94053,2.5522,1.0257,2.6792,0.36852,3.4051,73.44,5878.7,5878.7,-5862.3,2.3488,4.3523,4.3892,1.1796,0.53966,1.5267,93.658,13929,13929,-11056,2.3175,2.5732,0.70654,5.4933,0.90062,6.922,92.657,9956.1,9956.1,-4869.9,13.646,10.036,11.077,1.6614,1.3597,2.1379,-264.84,54863,54863,-17884
3.6887,1.5631,0.313,13.77,2.3598,16.779,865.54,1.4973e+05,1.4973e+05,-4010,3.8985,1.3715,0.36458,11.88,2.8425,14.455,912.52,81065,81065,-4085.1,1.9953,1.1776,0.2354,10.432,1.6944,13.479,292.08,67643,67643,-3791,2.8011,1.236,0.34408,9.6379,2.2662,11.733,352.29,23439,23439,-3525.5,3.2426,1.6276,0.67492,5.9613,1.9923,7.2159,454.23,29785,29785,-4604.6,3.4903,2.2903,0.40284,12.256,1.5239,14.35,152.96,22343,22343,-3952.5,3.8988,5.4847,0.6069,13.643,0.71085,15.461,249.05,31401,31401,-4700.6,3.0523,3.4871,0.45848,12.329,0.8753,14.263,265.37,25442,25442,-4676.1,252.6,94.324,22.93,13.675,2.6781,15.13,-1868.6,9.7332e+05,9.7332e+05,-22291,2.8672,1.3862,0.53587,6.6918,2.0683,7.9375,161.42,14070,14070,-4152.6,2.911,1.6262,0.40005,9.3269,1.7901,11.342,130.73,12441,12441,-3791.8,4.1304,1.9972,0.35615,14.172,2.0681,17.205,196.54,21324,21324,-4045.9,16.839,3.3858,0.5618,30.49,4.9735,36,-164.21,61381,61381,-4718.5,6.4427,2.4767,0.49667,15.053,2.6013,17.958,107.84,26676,26676,-3822.9
3.4599,1.563,0.25508,16.067,2.2136,19.691,1569.3,1.2926e+05,1.2926e+05,-3156.1,27.798,7.4149,1.0017,29.215,3.7489,35.154,-7022.9,3.9643e+06,3.9643e+06,-11821,1.8836,1.8591,0.22546,14.142,1.0132,16.601,544.73,61041,61041,-3468.1,2.4134,1.333,0.18568,16.755,1.8104,20.176,79.768,25941,25941,-2895.3,2.0206,2.4333,0.22514,16.667,0.83041,19.783,255.15,39331,39331,-3939.7,2.1925,3.4477,0.2989,15.655,0.63593,18.87,-105.32,25405,25405,-3760.1,2.3748,4.5813,0.39885,15.65,0.51838,17.44,87.931,23460,23460,-4134.5,2.7046,3.7766,0.36707,15.797,0.71615,17.657,752.83,59426,59426,-3990.2,1.872,1.9874,0.25818,12.07,0.94192,14.948,-28.47,14582,14582,-3819.6,2.4554,3.2309,0.30545,16.244,0.75996,18.616,90.561,20790,20790,-4172.5,1.7129,1.7309,0.19914,14.518,0.98959,17.294,9.9358,11903,11903,-3131.9,1.0848,1.1421,0.15476,11.863,0.94983,14.389,79.682,8009.4,8009.4,-2726.5,4.4453,2.4161,0.34018,16.801,1.8399,20.17,6.7156,27924,27924,-3770.6,3.7286,2.3133,0.32042,15.473,1.6118,18.856,102.79,13664,13664,-3448.7
1.3676,0.5796,0.17762,8.7861,2.3596,10.963,582.25,49251,49251,-3262.4,3.532,1.0222,0.31387,11.791,3.4554,14.51,-57.121,59322,59322,-4017.4,1.877,0.63884,0.2098,9.8208,2.9382,11.992,-99.122,16642,16642,-3188.8,1.2779,0.47082,0.18041,7.5426,2.7141,9.6929,102.12,7021.4,7021.4,-2910.8,1.6719,0.66948,0.20837,9.1877,2.4973,11.237,33.197,9343.9,9343.9,-3081.5,1.2773,0.5537,0.1781,8.5655,2.3068,10.281,88.981,5285.7,5285.7,-2688.2,1.6799,0.86807,0.30778,7.0821,1.9352,8.2785,-63.275,7161.3,7161.3,-3499.2,1.5393,0.83307,0.30128,6.5181,1.8478,7.8743,38.583,4322.6,4322.6,-3315.2,1.1122,0.60667,0.23323,5.9074,1.8333,7.3697,18.409,3678.1,3678.1,-3105.8,1.3737,0.75276,0.22477,7.6964,1.8249,9.4607,62.053,3383.6,3383.6,-3061.5,1.8527,0.68402,0.19887,10.191,2.7085,12.755,-73.716,4043.9,4043.9,-2872,3.2187,0.86484,0.22002,15.164,3.7218,18.56,-5.7813,4383,4383,-3070,4.7427,1.2344,0.36212,13.329,3.8421,16.506,2.5645,9920.5,9920.5,-4262.9,5.3526,1.2075,0.34894,15.223,4.4327,18.8,-77.43,11116,11116,-3717.8
3.5104,2.0416,0.32173,13.978,1.7194,17.257,734.86,1.1994e+05,1.1994e+05,-3511,8.177,4.1914,0.92054,10.41,1.9509,13.436,1038.3,2.8118e+05,2.8118e+05,-6063.2,3.0495,2.7581,0.37113,12.816,1.1057,15.648,6.0217,36327,36327,-3450.8,3.5193,2.3984,0.71792,6.1924,1.4673,8.2428,342.34,32201,32201,-5275.6,4.3672,5.4206,0.62682,12.853,0.80566,15.615,288.76,39631,39631,-5489.3,7.5744,7.4288,0.55573,23.531,1.0196,26.997,207.69,44618,44618,-4730,6.2504,10.443,0.66744,22.252,0.59852,25.011,81.603,32383,32383,-4944.4,5.0477,8.2855,0.57446,19.704,0.60921,23.21,2.3584,27167,27167,-5268.4,5.6575,5.1264,0.5052,18.303,1.1036,21.346,-75.747,25879,25879,-4565.3,4.8663,5.1399,2.5881,3.087,0.94678,3.8663,-152.16,26831,26831,-7764.7,3.9237,2.5865,0.50109,10.501,1.517,12.992,-189.82,45136,45136,-4218.3,10.593,6.843,1.1733,13.089,1.548,14.86,-111.72,12040,12040,-4074.1,9.9726,5.1589,0.98505,12.367,1.9331,15.361,-134.96,46834,46834,-5449.7,8.1197,4.0117,0.50741,19.269,2.024,23.908,-6.6054,29584,29584,-4337
1.1747,0.60089,0.13665,10.01,1.9549,12.993,-443.2,49313,49313,-2584.8,1.4125,0.86261,0.44485,4.095,1.6375,5.1143,-144.68,39253,39253,-5763.6,1.0384,0.55622,0.12902,9.6102,1.8669,12.359,-35.392,6684.2,6684.2,-2379,2.7947,2.0352,0.61229,6.3472,1.3732,7.8881,660.43,87573,87573,-4952.8,0.95855,1.0866,0.35647,4.3046,0.88214,5.7373,205.91,10533,10533,-4370.1,0.8387,1.5705,0.27715,6.9117,0.53405,8.6927,-116.24,6229.8,6229.8,-3707.3,0.51353,1.1878,0.14156,9.8314,0.43236,12.018,-53.432,3009.5,3009.5,-2556.8,0.60678,1.7567,0.16187,12.085,0.34541,14.601,-35.261,2340.3,2340.3,-2620,0.78668,0.9129,0.15482,8.8388,0.86174,10.978,-45.443,3061.8,3061.8,-2641.8,0.93677,1.169,0.27313,6.3174,0.80135,7.7098,-85.464,7612.2,7612.2,-3919.9,0.33629,0.41802,0.17867,3.3573,0.80448,4.2219,-30.631,1808.6,1808.6,-3629.7,0.36732,0.37452,0.092979,6.1522,0.98078,7.9786,-18.911,927.17,927.17,-2187,2.8815,1.4012,0.83541,4.1803,2.0565,5.1265,37.788,16620,16620,-7289.2,0.78605,0.81122,0.13103,9.8229,0.96896,12.19,-10.19,1314,1314,-2478.7
1.1965,0.56553,0.32198,4.5559,2.1157,5.4725,498.98,25544,25544,-3144.4,1.7172,0.91645,0.29987,7.179,1.8738,8.7827,132.14,15191,15191,-3063.2,4.786,2.4825,0.82659,7.5243,1.9279,8.7934,131.02,16278,16278,-3353.4,0.97317,0.59278,0.27128,4.6185,1.6417,5.7723,68.037,6697.2,6697.2,-2804.1,1.3597,0.71129,0.26282,6.7094,1.9115,7.8798,58.339,9253.5,9253.5,-2881.4,1.2272,0.80287,0.34552,5.1769,1.5285,5.8753,-15.024,4236.9,4236.9,-2982.2,1.112,1.1771,0.51532,4.0339,0.94467,4.442,-20.848,6283.3,6283.3,-3525.2,1.2034,2.4059,0.67296,4.8929,0.50019,5.3633,-45.43,6720.9,6720.9,-4130,1.0065,1.1028,0.44464,4.1287,0.91269,4.744,-12.432,3732,3732,-3743.8,1.1179,0.99774,0.49844,3.4283,1.1204,4.2446,23.797,3537.2,3537.2,-4198.9,0.94583,0.58716,0.44623,2.7454,1.6108,3.4354,-53.113,3277,3277,-4219.5,0.90225,0.61177,0.32411,3.8237,1.4748,4.6713,0.32975,1772.2,1772.2,-3536.2,4.6275,1.5738,0.69981,7.2033,2.9403,8.8614,-81.853,10703,10703,-5013.2,1.1524,0.68514,0.54349,2.7383,1.6819,3.3809,28.405,3120.9,3120.9,-4705.7
3.4777,2.6146,0.35042,15.164,1.3301,17.386,122.83,1.7819e+05,1.7819e+05,-3587.5,2.1475,1.3985,0.2482,12.105,1.5356,14.287,-223.77,22020,22020,-2957.2,2.2568,2.2936,0.28061,14.449,0.98396,16.217,-402.69,16980,16980,-2984.3,8.1496,4.7782,0.82658,13.956,1.7056,15.64,32.663,34006,34006,-3508.9,1.98,1.4449,0.34749,8.476,1.3704,9.8561,7.0403,8826.3,8826.3,-3402.7,2.0256,3.1296,0.36608,12.392,0.64726,14.082,95.967,8739.5,8739.5,-3720.4,2.3246,10.045,0.46781,24.286,0.23142,26.441,62.051,13384,13384,-4420.3,2.6947,9.7702,0.41839,26.973,0.27581,29.793,-138.99,13763,13763,-4230.9,2.1779,2.3206,0.33691,11.648,0.93854,13.352,-17.137,4601.7,4601.7,-3482.4,1.9582,1.6634,0.53203,5.8955,1.1772,6.807,-31.016,4889.5,4889.5,-4314.4,1.0901,1.4465,0.47254,4.6327,0.75363,5.368,89.062,4122.7,4122.7,-3942.6,1.7149,2.4707,0.24764,14.949,0.69407,16.902,21.561,3182.3,3182.3,-2967.4,1.9317,1.4615,0.22682,12.657,1.3218,14.96,-25.286,5697.6,5697.6,-2938.8,2.7767,2.5343,0.30444,15.145,1.0956,17.445,73.096,6475.8,6475.8,-3303.2
3.3883,0.86793,0.21244,16.121,3.9039,20.035,-1055.6,1.7341e+05,1.7341e+05,-3249.7,5.4456,1.075,0.45195,11.098,5.0656,14.428,-632.6,1.1314e+05,1.1314e+05,-5074.2,0.69631,0.39144,0.18605,4.8516,1.7788,5.8466,-99.729,7259.1,7259.1,-2813.5,0.84723,0.44554,0.22754,4.3324,1.9016,5.6816,-211,9520.9,9520.9,-3266.5,1.1065,1.0537,0.33283,5.0734,1.0501,6.4906,112.82,12388,12388,-4591,1.5914,0.90073,0.24317,8.3124,1.7668,10.248,137.57,12836,12836,-3482.1,1.4376,0.95353,0.35032,5.3695,1.5077,6.8256,157.09,12421,12421,-3943,1.6988,0.89815,0.33064,6.32,1.8915,7.8544,142.8,10485,10485,-3957.2,1.5368,0.6941,0.22912,7.716,2.2141,9.737,151.04,6568.9,6568.9,-3272.3,1.5415,0.82416,0.25911,7.5362,1.8703,9.1297,54.73,6009,6009,-3903.3,1.0568,0.55849,0.21726,5.897,1.8923,7.4347,-19.647,2664.1,2664.1,-3093.3,0.66909,0.29384,0.11653,6.3795,2.277,8.2637,41.062,2998.8,2998.8,-2320.4,1.5621,0.63202,0.24997,6.8681,2.4716,8.7774,-62.037,6764.6,6764.6,-3833.7,2.7685,0.87872,0.22221,13.4,3.1506,16.413,-110.31,10939,10939,-3690
1.1498,0.62246,0.25419,5.7491,1.8472,6.9723,389.89,27293,27293,-3014.7,1.5854,0.77,0.34997,5.3601,2.059,6.7304,-501.3,41471,41471,-3274,1.6229,0.60555,0.26917,6.7923,2.68,8.2789,-220.09,33397,33397,-3415.5,0.81447,0.45691,0.19353,5.2031,1.7825,6.5693,-77.485,4995.9,4995.9,-2598.5,1.567,0.70179,0.36639,5.0815,2.2329,6.1924,35.937,11246,11246,-3401,1.1138,0.75844,0.30786,5.0073,1.4685,6.0812,94.87,5954.3,5954.3,-3633.3,1.6719,1.1231,0.3897,5.896,1.4887,7.172,20.111,9042.4,9042.4,-3886.3,1.1904,1.1482,0.41706,4.4825,1.0367,5.6074,-17.907,7228.3,7228.3,-4330.6,0.98681,0.78036,0.22131,6.3865,1.2646,7.985,-0.17877,3721.3,3721.3,-2974.4,1.0345,0.73909,0.48741,2.9439,1.3997,3.6388,9.8699,3415.6,3415.6,-3715.1,1.1389,0.51548,0.21046,6.316,2.2095,7.8611,19.758,11221,11221,-2964.1,1.3912,0.66716,0.31841,5.3393,2.0853,6.4645,-2.7407,9639.4,9639.4,-3791.8,1.3665,0.6112,0.25636,6.2093,2.2358,7.7146,-4.1311,3180.8,3180.8,-3271.7,1.2708,0.72101,0.26363,6.0697,1.7626,7.5553,43.475,2883.3,2883.3,-3189
5.157,16.206,0.642,29.222,0.31821,33.276,1465.6,2.9743e+05,2.9743e+05,-6786.7,3.6763,9.5711,0.47193,24.127,0.38411,28.071,-73.237,82558,82558,-5472.1,5.4411,8.625,0.58922,21.308,0.63086,23.872,103.95,65673,65673,-5650.7,3.7717,7.8613,0.69512,13.802,0.47978,16.735,-47.848,40396,40396,-5196.9,4.3091,7.0113,0.49965,20.25,0.6146,22.657,-170.09,32815,32815,-4807.7,7.6397,24.243,0.76397,37.993,0.31513,41.733,-63.535,46918,46918,-7304.9,7.867,28.239,0.805,40.486,0.27858,44.852,-7.4031,37825,37825,-6865.8,8.0976,26.825,0.78219,41.264,0.30187,44.647,-132.64,35719,35719,-7425,5.7419,14.208,0.59152,30.266,0.40414,33.725,34.996,42968,42968,-7652.5,4.8218,9.3384,0.56855,22.307,0.51634,24.906,-111.54,18871,18871,-5796.9,4.1627,4.7096,0.55876,13.814,0.88388,15.878,96.161,13521,13521,-4882.3,5.4268,11.753,1.0235,15.004,0.46174,16.785,-24.796,13829,13829,-6273.5,15.883,18.377,1.4534,20.332,0.86427,23.572,-122.13,62601,62601,-7235.2,11.231,17.395,1.3946,17.233,0.64567,20.526,180.92,49488,49488,-8674.8
