353.61,125.51,11.149,41.907,2.8175,42.973,5375.2,2.3929e+07,2.3929e+07,-17738,90.698,43.161,5.9405,21.442,2.1014,22.533,1318.9,3.1398e+06,3.1398e+06,-9999.5,348.8,125.5,11.309,40.887,2.7793,41.939,1709.8,8.0057e+06,8.0057e+06,-17757,340.55,121.88,11.087,40.614,2.7941,41.709,1278.5,5.6227e+06,5.6227e+06,-17498,54032,19212,1755.9,40.856,2.8123,41.712,-11764,7.243e+08,7.243e+08,-2.1017e+05,358.71,115.96,11.255,41.122,3.0933,42.173,852.29,3.7477e+06,3.7477e+06,-17370,357.55,119.39,11.58,40.123,2.9947,41.187,645.98,3.2262e+06,3.2262e+06,-17908,362.94,123.66,11.526,41.171,2.935,42.219,565.53,2.9817e+06,2.9817e+06,-18056,347.84,121,11.22,40.741,2.8747,41.785,560.74,2.4721e+06,2.4721e+06,-17400,338.63,123.01,11.464,39.106,2.7529,40.269,488.39,2.2707e+06,2.2707e+06,-17751,349.87,127.18,12.484,36.637,2.751,38.215,240.85,2.1053e+06,2.1053e+06,-18347,347.73,124.41,11.762,38.787,2.795,40.142,438.05,2.1863e+06,2.1863e+06,-18713,342.28,126.05,11.581,39.297,2.7154,40.439,331.97,1.7339e+06,1.7339e+06,-17499,349.91,127.85,12.877,35.619,2.7369,37.102,303.66,1.7149e+06,1.7149e+06,-19881
1.0072,0.80549,0.28456,5.1746,1.2505,6.3703,-362.11,23099,23099,-3028.5,0.87965,0.61889,0.40547,2.8938,1.4213,3.6958,-181.01,17750,17750,-4042.2,0.94442,0.69717,0.2182,6.0525,1.3547,7.5235,-557.26,22018,22018,-3048.8,0.51579,0.52944,0.25034,3.0846,0.97422,4.1752,106.52,4811.1,4811.1,-3543,1.3685,1.3721,0.41032,5.3183,0.99737,6.6793,-0.030649,11431,11431,-5457.6,0.68256,0.81253,0.19841,5.9224,0.84004,7.5355,118.77,4651.4,4651.4,-3217.7,1.0148,1.5429,0.26846,7.8991,0.65768,9.5273,63.666,4840,4840,-3176.7,1.1765,2.1796,0.29094,9.7602,0.53981,11.535,78.927,4389.9,4389.9,-3347.4,1.1157,1.2749,0.243,8.061,0.87512,9.8381,101.47,2476.6,2476.6,-3034.2,1.0473,1.0374,0.32064,5.156,1.0095,6.5018,60.807,2506.2,2506.2,-3588.6,0.83378,0.58323,0.18644,5.9158,1.4296,7.6002,17.189,2211.5,2211.5,-2848.9,0.38172,0.33361,0.11985,4.3796,1.1442,5.9687,4.8016,848.95,848.95,-2430.3,1.0765,0.66945,0.53571,2.56,1.608,3.2591,-48.882,3629.5,3629.5,-4208.2,1.0317,0.82525,0.31172,4.7956,1.2501,5.957,-68.016,1886.5,1886.5,-3257.6
3.3439,7.0738,0.54125,16.721,0.47271,19.247,1328.5,1.4763e+05,1.4763e+05,-4710.2,2.1067,4.1671,0.58963,9.3487,0.50556,10.64,-14.602,40002,40002,-4446,2.0004,4.7128,0.52219,11.294,0.42446,12.856,-98.539,28344,28344,-4382.8,1.5236,4.4374,0.56638,9.1814,0.34334,10.525,136.44,16906,16906,-4267.8,2.3727,6.7751,0.87886,9.3673,0.35021,10.409,-11.065,20304,20304,-4822.8,2.9827,19.939,1.0212,20.726,0.1496,22.446,7.3274,24556,24556,-5339.5,3.8225,44.373,1.543,29.334,0.086144,31.234,13.133,34625,34625,-7359.4,3.3702,26.428,1.2966,21.451,0.12752,22.982,-3.7459,22337,22337,-6576.2,2.1812,10.351,0.79234,14.278,0.21073,15.817,17.882,10043,10043,-5016.9,2.4135,8.2708,0.88958,10.421,0.29181,12.01,16.395,9287,9287,-5124.6,1.3936,5.6187,0.61133,10.06,0.24803,11.471,-7.3512,5438.9,5438.9,-4506.4,1.8677,6.3185,0.5999,12.232,0.2956,13.646,-26.695,7269.4,7269.4,-4181.1,2.4823,6.0677,0.60754,12.3,0.40911,14.073,-68.231,9747.5,9747.5,-4643.9,2.2202,6.3926,0.55217,13.38,0.34731,15.598,-45.484,8593,8593,-4429.5
11.222,5.2364,0.89529,15.564,2.1431,18.383,-9446.3,2.4527e+06,2.4527e+06,-6856,3.6611,3.4215,0.50114,11.649,1.07,14.133,388.11,1.1598e+05,1.1598e+05,-4182.8,1.3512,3.8133,0.56933,7.9018,0.35435,9.0711,335.95,19118,19118,-4147,2.2974,1.8472,0.39252,8.6806,1.2437,10.559,287.36,25928,25928,-4249.1,8.6114,7.5453,1.3161,9.4462,1.1413,12.276,-274.48,1.6434e+05,1.6434e+05,-5033.2,1.7384,5.5706,0.52523,12.112,0.31206,13.916,197.88,16214,16214,-3773.8,2.3572,15.384,0.94837,17.226,0.15322,18.707,182.34,17493,17493,-4588.9,3.0219,18.085,1.0991,17.798,0.16709,19.204,178.34,16857,16857,-5056.9,8.9315,6.0282,0.84898,15.313,1.4816,17.621,-28.751,34207,34207,-4246.7,1.9355,3.5634,1.485,3.0037,0.54315,3.7031,148.19,14427,14427,-6941.9,2.7974,3.4132,0.60041,8.6529,0.8196,10.344,-187,18020,18020,-4898.1,3.8679,4.1769,0.56277,12.442,0.92603,14.295,88.525,30213,30213,-4511.1,5.4445,5.971,0.68729,13.883,0.91182,16.609,263.46,31771,31771,-4923.8,2.159,4.6748,0.50008,11.549,0.46184,13.666,24.391,15255,15255,-4775.9
1.223,0.66236,0.30997,4.846,1.8463,6.0823,-121.76,40289,40289,-4085.2,5.4978,1.2293,0.55245,10.085,4.4723,12.177,-385.04,93269,93269,-4822.2,1.6779,0.82415,0.34497,5.8995,2.0359,7.2531,55.089,12234,12234,-3825,98.033,48.055,14.979,8.5415,2.04,9.7526,-559.98,5.7814e+05,5.7814e+05,-22655,1.1855,0.67041,0.5204,3.0049,1.7684,3.5664,114,8943.4,8943.4,-4628,1.9048,0.94026,0.35368,6.7393,2.0258,8.044,1.2411,7665.1,7665.1,-3468.2,5.2854,2.3211,0.75928,8.5199,2.2771,10.018,85.026,15507,15507,-4693,1.5285,0.83447,0.30521,6.3955,1.8318,7.7422,47.827,7423.7,7423.7,-3479,1.5454,0.76533,0.31679,5.9139,2.0192,7.294,-14.672,5549.1,5549.1,-3842.9,1.4428,0.81708,0.42174,4.3159,1.7658,5.3584,3.0852,4485.2,4485.2,-4807.2,1.3914,0.69647,0.47077,3.541,1.9978,4.435,39.472,3735.2,3735.2,-4529.5,1.659,0.76554,0.38293,5.1862,2.167,6.3314,9.7492,4105.3,4105.3,-4034.1,4.1605,1.1965,0.56275,7.6375,3.4773,9.5191,48.279,12469,12469,-5234.2,2.5803,0.97745,0.47693,6.1534,2.6398,7.4596,23.833,7774.5,7774.5,-4083.3
2.2922,1.868,0.44881,7.0613,1.2271,9.2693,2126.3,2.5055e+05,2.5055e+05,-3996.7,0.71509,0.51077,0.15958,5.8722,1.4,7.6817,321.54,13122,13122,-2934.3,0.87186,0.80324,0.20168,6.4288,1.0854,8.3056,-196.25,10205,10205,-2907.2,0.75859,0.64945,0.17716,5.8263,1.168,7.9477,90.527,5846.9,5846.9,-2928.6,0.84984,0.97246,0.82958,1.6156,0.87391,2.1966,-39.948,8876.7,8876.7,-6313.2,0.98135,1.0179,0.25099,6.3518,0.96408,7.9656,-1.4085,4105.9,4105.9,-3088.3,1.738,2.1679,0.30721,10.539,0.80167,12.714,-7.3873,6662.6,6662.6,-3340,1.0318,1.7637,0.21282,10.812,0.58505,13.136,-37.806,5841.9,5841.9,-3183.6,1.17,0.84455,0.27845,5.4307,1.3854,7.235,-46.408,3431.9,3431.9,-3749,1.1275,1.0155,0.94693,1.6645,1.1103,2.2631,-29.867,8326.8,8326.8,-6350.2,0.78878,0.93235,0.29023,4.2708,0.84602,5.9302,-4.6806,2680.9,2680.9,-3831.8,0.93223,0.90249,0.18918,7.3253,1.033,9.6983,45.372,3637.6,3637.6,-3180.8,0.81012,0.73196,0.22253,5.1858,1.1068,6.9299,-23.4,2203.9,2203.9,-3260.8,1.1698,1.037,0.2588,6.4541,1.1281,8.527,-103.78,6324.7,6324.7,-3374.5
1.6139,1.2349,0.41789,5.2804,1.3069,6.8173,-2602.3,1.6261e+05,1.6261e+05,-3696.3,0.86478,0.63993,0.24833,4.7516,1.3514,6.0595,-561.94,15654,15654,-3173.5,0.55826,0.48489,0.16216,4.8657,1.1513,6.4328,52.547,6878.4,6878.4,-2782.4,0.7514,0.51798,0.20187,4.9691,1.4506,6.288,29.357,7681.5,7681.5,-3196.3,1.5149,1.0309,0.74851,2.6676,1.4695,3.4011,-195.64,22600,22600,-5969.9,0.87045,1.377,0.30157,6.1806,0.63214,7.4524,37.067,5692.3,5692.3,-3370.1,1.2286,1.93,0.2948,8.9322,0.63656,10.714,71.541,8102.6,8102.6,-3136,0.84933,1.5903,0.25246,7.9634,0.53406,9.6634,88.324,5074.2,5074.2,-3218.5,0.8641,1.2256,0.36623,4.685,0.70504,5.706,108.64,3905.8,3905.8,-3841,1.3796,1.3714,0.91405,2.3777,1.006,3.0096,-17.586,11588,11588,-7048.8,0.78211,0.60782,0.28517,3.6971,1.2867,4.874,25.88,2320.1,2320.1,-3750.1,0.70032,0.69013,0.19377,5.5942,1.0148,7.1758,-12.548,1970.7,1970.7,-2811.7,1.9082,0.88293,0.33767,6.4265,2.1613,8.266,142.34,9937.3,9937.3,-3751.8,1.135,0.80673,0.29568,5.1008,1.4069,6.5669,15.227,4496.4,4496.4,-3791.6
2.6483,4.7448,0.45115,14.552,0.55814,16.387,645.84,88553,88553,-4452.2,2.6583,5.5811,0.42234,16.809,0.47631,19.509,45.05,64219,64219,-4718.7,2.0045,4.583,0.48045,12.406,0.43738,13.711,-15.371,25373,25373,-4284.2,2.0349,5.088,0.34946,17.707,0.39995,20.383,-27.39,25787,25787,-4532.8,2.8988,8.1428,0.74941,12.602,0.356,14.734,-31.564,25920,25920,-5812.7,4.5321,15.214,1.0041,18.135,0.2979,19.666,-100.87,37965,37965,-7316.9,4.9858,24.948,1.3315,20.981,0.19985,22.48,-96.003,69901,69901,-10043,4.3299,35.157,1.3327,27.995,0.12316,29.63,-8.97,48712,48712,-9334,5.2364,23.027,1.1142,24.158,0.2274,25.367,-14.938,34472,34472,-8354,2.8587,7.5761,0.61707,14.72,0.37733,16.91,23.462,11954,11954,-5750.3,4.2166,7.7504,0.69931,14.594,0.54405,17.113,-6.5344,25958,25958,-5484.1,2.061,4.0397,0.41653,12.955,0.51019,14.647,-24.764,7926.4,7926.4,-3990.2,2.4755,6.0943,0.8187,9.019,0.4062,10.468,49.303,11796,11796,-5867.1,2.8742,5.4012,0.46571,15.549,0.53213,17.769,39.607,7224.6,7224.6,-4752.9
1.8261,0.69851,0.29545,6.641,2.6143,8.5452,-156.79,59064,59064,-3731.7,5.8762,1.4752,0.58659,9.4881,3.9832,12.533,-27.358,99034,99034,-5990,0.81151,0.32147,0.11951,6.9484,2.5244,9.4803,-32.127,4213,4213,-2228.5,0.59286,0.29536,0.18837,3.3372,2.0072,4.7153,29.997,3927.5,3927.5,-3098.2,1.25,0.52579,0.1993,6.8,2.3773,8.9098,-53.001,9509.7,9509.7,-3195.8,0.81229,0.48058,0.17989,5.6881,1.6902,7.1869,38.039,3000.1,3000.1,-2874.7,0.69977,0.4045,0.16199,5.1675,1.73,6.8168,17.325,2211.7,2211.7,-2661.7,0.68127,0.35396,0.14584,5.3969,1.9247,7.0985,21.896,1951.7,1951.7,-2536.9,0.74465,0.38576,0.1468,5.9332,1.9303,7.7002,41.346,2183.6,2183.6,-2576.7,0.6757,0.45063,0.20259,4.3506,1.4995,5.5597,-7.6843,1664.7,1664.7,-2727.5,0.70122,0.37051,0.16968,4.6811,1.8926,6.3163,19.33,1642.7,1642.7,-2806.9,1.0568,0.3936,0.14362,7.488,2.6849,10.099,-38.987,2262.2,2262.2,-2750.4,1.5851,0.66475,0.22596,7.9586,2.3846,9.9571,21.792,2670.2,2670.2,-2817.6,0.85509,0.34134,0.12067,7.642,2.5051,9.9152,-28.224,998.46,998.46,-2358.9
0.96554,2.1655,0.28433,9.0342,0.44587,11.012,-43.702,56949,56949,-4326.6,1.4755,2.359,0.30409,9.8947,0.62548,12.61,-31.994,24966,24966,-4866.5,0.84819,1.3322,0.18272,9.5056,0.63667,11.933,-1.2234,9708,9708,-3377.8,0.60781,1.2531,0.38467,3.6789,0.48504,4.8377,17.664,9971.5,9971.5,-5536.1,1.65,1.8851,0.37903,7.4434,0.87531,9.3268,-0.43919,7927.6,7927.6,-4231.9,1.0846,3.011,0.39972,8.5828,0.36022,10.246,2.8194,7990.7,7990.7,-4401.1,1.2359,7.2201,0.42942,16.86,0.17117,19.691,-5.8693,19486,19486,-5817.5,0.93671,6.7823,0.34306,19.966,0.13811,22.501,5.9686,13630,13630,-5276.7,0.95048,3.2321,0.28498,12.411,0.29407,14.677,1.288,5460.9,5460.9,-4007.5,1.0571,1.6602,0.49275,4.4236,0.63675,5.5146,-0.16302,4091.5,4091.5,-5487.5,0.67064,0.75119,0.26375,4.2221,0.89278,5.3908,-0.92058,2128.8,2128.8,-3613.1,1.9555,2.4361,0.42586,8.2806,0.8027,10.312,-3.376,4824.9,4824.9,-4862.1,1.0608,1.5329,0.27778,7.4036,0.69205,9.3373,-7.0755,3194.3,3194.3,-4069.5,1.0086,1.4125,0.25137,7.8424,0.71408,9.6317,10.856,1751.4,1751.4,-2934.1
