332.05,121.5,11.463,38.615,2.7329,39.566,87.301,41.93,6.084,20.218,2.0821,21.241,327.82,121.53,11.639,37.669,2.6974,38.606,319.95,118.08,11.41,37.413,2.7096,38.39,50801,18624,1808.4,37.63,2.7277,38.389,336.8,112.73,11.636,37.707,2.9876,38.634,335.49,116.03,11.949,36.845,2.8913,37.787,341.08,120.09,11.895,37.843,2.8401,38.771,327.12,117.46,11.57,37.499,2.7848,38.425,318.72,119.31,11.776,36.153,2.6714,37.197,328.95,123.41,12.788,33.94,2.6656,35.374,327.11,120.55,12.085,35.828,2.7135,37.042,322.19,122.1,11.887,36.348,2.6388,37.376,329.2,123.79,13.159,33.076,2.6593,34.426
1.0185,0.80196,0.28427,5.1903,1.27,6.404,0.89397,0.61355,0.40544,2.9034,1.457,3.7182,0.954,0.69856,0.21534,6.1527,1.3657,7.6743,0.52325,0.51967,0.25106,3.0574,1.0069,4.154,1.3886,1.3527,0.40943,5.3152,1.0266,6.6953,0.69584,0.79849,0.19943,5.8779,0.87145,7.493,1.0325,1.5077,0.26973,7.7997,0.68486,9.4175,1.1792,2.1439,0.29216,9.6169,0.55004,11.374,1.1468,1.2808,0.24372,8.151,0.89542,9.9604,1.0771,1.0333,0.32038,5.2106,1.0424,6.5873,0.84495,0.57349,0.18688,5.8931,1.4733,7.59,0.38537,0.33027,0.11961,4.3735,1.1668,5.9834,1.1092,0.66555,0.53653,2.5875,1.6667,3.3079,1.0535,0.82376,0.31155,4.8361,1.2788,6.0253
3.3456,6.7615,0.5436,16.137,0.49481,18.593,2.1409,3.9821,0.5908,9.0873,0.53764,10.364,1.9783,4.5225,0.52006,10.956,0.43744,12.5,1.5388,4.2535,0.56821,8.8739,0.36177,10.194,2.3747,6.6277,0.88085,9.1879,0.3583,10.22,2.9888,18.725,1.0238,19.567,0.15962,21.209,3.8577,41.197,1.5405,27.444,0.093641,29.247,3.349,25.155,1.3042,20.386,0.13314,21.855,2.1894,9.8988,0.79982,13.637,0.22118,15.114,2.4138,7.9462,0.90038,9.9767,0.30376,11.506,1.4252,5.3092,0.61268,9.616,0.26844,10.992,1.883,6.0371,0.6006,11.806,0.3119,13.187,2.4866,5.7597,0.60926,11.808,0.43171,13.535,2.2095,6.1046,0.55266,12.888,0.36195,15.044
11.511,5.1179,0.88865,15.818,2.2492,18.712,3.6888,3.3299,0.50384,11.451,1.1078,13.931,1.391,3.6918,0.56735,7.7871,0.37678,8.9588,2.3967,1.7986,0.39153,8.7842,1.3325,10.715,8.783,7.3902,1.3248,9.3789,1.1885,12.208,1.7702,5.4035,0.52656,11.834,0.32761,13.624,2.3745,14.807,0.95185,16.599,0.16037,18.051,3.0734,17.367,1.0948,17.282,0.17697,18.67,9.1317,5.895,0.84367,15.453,1.5491,17.811,1.9888,3.5029,1.4931,2.9789,0.56774,3.678,2.8244,3.2997,0.59865,8.5305,0.85594,10.23,4.0976,4.0765,0.56208,12.625,1.0052,14.543,5.6259,5.7961,0.68847,13.837,0.97062,16.59,2.1734,4.5183,0.49973,11.292,0.48103,13.391
1.2368,0.65492,0.31173,4.8371,1.8884,6.0684,6.0536,1.2418,0.55391,10.883,4.8749,13.171,1.68,0.82796,0.34559,5.8889,2.029,7.2569,98.679,48.102,15.11,8.5021,2.0514,9.7141,1.2002,0.67005,0.51972,3.0228,1.7912,3.5986,1.9004,0.94237,0.35506,6.6959,2.0166,8.0064,5.4212,2.3128,0.76752,8.5609,2.344,10.077,1.5503,0.82872,0.307,6.3951,1.8707,7.7491,1.5931,0.76655,0.31807,6.0062,2.0783,7.4188,1.4354,0.81092,0.42121,4.2859,1.7701,5.3329,1.4288,0.69817,0.47276,3.5834,2.0465,4.4991,1.6909,0.77215,0.38379,5.2484,2.1898,6.4177,4.4196,1.2114,0.5644,7.9881,3.6485,9.9769,2.6031,0.97483,0.47816,6.1581,2.6703,7.4827
2.3484,1.8879,0.45183,7.1242,1.2439,9.3757,0.722,0.51851,0.16054,5.9016,1.3924,7.727,0.88834,0.81323,0.20262,6.4887,1.0924,8.3977,0.76562,0.65967,0.17776,5.8631,1.1606,8.0179,0.86419,0.97621,0.83247,1.6229,0.88525,2.2108,1.0067,1.0284,0.25287,6.4104,0.97883,8.0479,1.7649,2.1849,0.31124,10.515,0.80775,12.69,1.0311,1.7673,0.2147,10.722,0.58347,13.034,1.2083,0.85355,0.27982,5.5196,1.4156,7.3685,1.1582,1.0342,0.95241,1.6894,1.1198,2.302,0.80345,0.94462,0.29277,4.291,0.85055,5.9709,0.9543,0.90339,0.19081,7.3478,1.0564,9.7357,0.8351,0.73705,0.22334,5.2554,1.133,7.0391,1.1948,1.0433,0.25977,6.5109,1.1451,8.6156
1.6488,1.2344,0.42125,5.2943,1.3358,6.8443,0.86796,0.63686,0.24897,4.726,1.3629,6.0443,0.55978,0.48887,0.16298,4.8656,1.1451,6.4343,0.75363,0.51996,0.20235,4.9691,1.4494,6.294,1.5173,1.0369,0.74994,2.6653,1.4634,3.4058,0.87111,1.3848,0.30481,6.135,0.62903,7.4013,1.2392,1.9306,0.29956,8.8297,0.64188,10.581,0.84634,1.5764,0.2552,7.826,0.53687,9.4937,0.8782,1.2275,0.36896,4.6825,0.71546,5.7071,1.4219,1.3702,0.90929,2.4189,1.0377,3.0706,0.79257,0.61045,0.28497,3.7268,1.2983,4.9234,0.69692,0.68417,0.19596,5.4908,1.0186,7.0478,1.9254,0.88762,0.33929,6.4414,2.1692,8.2911,1.1256,0.80344,0.29743,5.031,1.401,6.4859
2.6933,4.6148,0.4594,14.137,0.58361,15.908,2.7057,5.4149,0.43007,16.279,0.49967,18.882,2.0245,4.4716,0.48592,12.096,0.45275,13.369,2.0703,4.9474,0.35508,17.174,0.41846,19.764,2.9447,7.9335,0.75498,12.318,0.37117,14.409,4.5027,14.853,1.0248,17.435,0.30314,18.888,4.9676,24.185,1.3637,19.975,0.2054,21.377,4.3992,33.836,1.3933,25.971,0.13001,27.442,5.2559,22.305,1.1739,22.399,0.23564,23.478,2.8579,7.3821,0.6235,14.31,0.38714,16.423,4.2577,7.5671,0.70322,14.327,0.56266,16.815,2.1109,3.9744,0.42071,12.793,0.53112,14.464,2.4719,5.9,0.82071,8.7757,0.41898,10.201,2.8784,5.2567,0.4723,15.082,0.54757,17.224
1.8462,0.69587,0.29472,6.6869,2.6531,8.6255,6.0329,1.4682,0.5859,9.6686,4.1091,12.803,0.81056,0.32042,0.12071,6.8624,2.5297,9.3697,0.59705,0.29655,0.18973,3.3279,2.0133,4.7099,1.3147,0.51978,0.20018,6.9848,2.5293,9.1638,0.84716,0.47595,0.18091,5.7831,1.7799,7.3136,0.72143,0.4053,0.16317,5.2231,1.78,6.9051,0.69023,0.35524,0.14685,5.4064,1.943,7.1191,0.75132,0.38008,0.14705,5.9163,1.9768,7.6942,0.68116,0.44047,0.20363,4.3023,1.5464,5.5081,0.7033,0.37018,0.17033,4.6623,1.8999,6.3025,1.0698,0.39325,0.14471,7.4928,2.7203,10.11,1.6167,0.66656,0.2272,8.0165,2.4255,10.05,0.85264,0.34204,0.12173,7.5523,2.4928,9.8144
0.97107,2.0595,0.28556,8.6976,0.4715,10.613,1.5067,2.2632,0.30397,9.7158,0.66574,12.402,0.85222,1.2801,0.18329,9.2506,0.66573,11.634,0.61253,1.208,0.38334,3.6034,0.50706,4.7492,1.7322,1.8396,0.38037,7.4792,0.94164,9.3905,1.0891,2.8297,0.40022,8.1834,0.38488,9.7916,1.2387,6.7025,0.43272,15.706,0.18481,18.352,0.93806,6.3539,0.34757,18.623,0.14764,20.98,0.95696,3.0928,0.2873,11.907,0.30942,14.096,1.077,1.6066,0.49432,4.3484,0.67036,5.429,0.67547,0.72535,0.26318,4.155,0.93124,5.3227,1.9572,2.3112,0.42375,8.074,0.84687,10.073,1.0742,1.4197,0.27875,7.0875,0.75664,8.9468,1.0199,1.3507,0.2512,7.6612,0.75506,9.4371
